,Name,IMDB Rating,Duration,Year,Age,Subtitles Available,Genres,Subtitles
3795,Raaz 3,4.0,139 min,2012,NR,,"Bollywood, Bollywood: Horror, Bollywood: Thriller, Horror, Horror: Thriller, Thriller, Thriller: Horror, World Cinema: Indian",
3796,Bhoo,,78 min,2014,18+,,"Horror: Ghosts/Supernatural, Horror: Thriller, Thriller: Psychological, World Cinema: Indian",
3797,Child’s Play,6.1,99 min,1973,18+,CC,"Drama: Mystery, Horror, Horror: Ghosts/Supernatural, Thriller: Mystery",English [CC]
3798,Tim Burton’s Corpse Bride,7.4,77 min,2005,7+,CC,"Horror, Comedy: Romance, Drama: Romance, Drama: Mystery, Thriller",
3799,Amanush 2,6.6,137 min,2015,13+,,"Drama: Crime, Thriller: Drama, World Cinema: Indian",
3800,John Q,7.1,116 min,2002,13+,CC,"Drama, Drama: Crime, Thriller: Drama",
3801,Tee Ratra,,134 min,2010,13+,,"Drama: Thriller, Thriller: Drama, World Cinema: Indian",
3802,Deep Blue Sea,5.8,104 min,1999,NR,CC,Thriller,English [CC]
3803,Raaz,6.5,151 min,2002,NR,,"Bollywood, Bollywood: Horror, Bollywood: Thriller, Horror, Horror: Thriller, Thriller, Thriller: Horror, Thriller: Mystery, World Cinema: Indian",
3804,Ice Cream 2,4.0,87 min,2014,18+,,"Horror: Slasher, Thriller: Mystery, Thriller: Psychological, World Cinema: Indian",
3805,Vetadu Ventadu,5.7,143 min,2013,13+,,"Drama: Mystery, Drama: Thriller, Thriller: Drama, Thriller: Mystery, World Cinema: Indian",
3806,Inteha,5.4,150 min,2003,18+,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Crime, Drama: Thriller, Thriller, Thriller: Drama, World Cinema: Indian",
3807,Kalyug,6.5,116 min,2005,NR,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Drama: Thriller, Thriller: Drama, World Cinema: Indian",
3808,Vaalee,,159 min,1999,18+,CC,"Thriller: Crime, Thriller: Drama, World Cinema: Indian",English [CC]
3809,Zeher,5.4,130 min,2005,NR,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Crime, Thriller, Thriller: Drama, World Cinema: Indian",
3810,Sangharsh,7.2,124 min,1999,18+,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Thriller, Thriller, Thriller: Crime, World Cinema: Indian",
3811,Sweeney Todd: The Demon Barber of Fleet Street (2007),7.4,116 min,2007,18+,,"Drama: Crime, Music/Musical: Musical, Thriller",
3812,Mukkam Post Dhanori,5.8,133 min,2014,All Ages,CC,"Drama: Mystery, Thriller: Drama, World Cinema: Indian",English [CC]
3813,Woh Kaun Thi ?,7.7,140 min,1964,18+,,"Bollywood: Thriller, Drama: Mystery, Thriller: Psychological, World Cinema: Indian",
3814,100 Days,6.6,138 min,1991,18+,,"Bollywood, Bollywood: Drama, Bollywood: Thriller, Drama, Drama: Bollywood, Drama: Thriller, Thriller, World Cinema: Indian",
3815,Howrah Bridge,7.1,142 min,1958,All Ages,,"Bollywood: Thriller, Drama: Mystery, Thriller: Mystery, World Cinema: Indian",
3816,Anjaam,7.0,142 min,1994,13+,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Thriller, Thriller: Drama, World Cinema: Indian",
3817,Whistle,5.8,153 min,2003,All Ages,CC,"Thriller: Drama, Thriller: Mystery, World Cinema: Indian",English [CC]
3818,Gumnaam,7.2,143 min,1965,18+,,"Bollywood: Drama, Drama: Bollywood, Drama: Mystery, Thriller: Mystery, World Cinema: Indian",
3819,Dushman,6.9,143 min,1998,18+,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Thriller: Drama, World Cinema: Indian",
