,Name,IMDB Rating,Duration,Year,Age,Subtitles Available,Genres,Subtitles
198,The Sum of All Fears,6.4,123 min,2002,18+,CC,"Action/Adventure: Espionage & Spies, Action/Adventure: Thriller, Thriller: Action/Adventure","English [CC], हिन्दी"
199,Transformers: Revenge of the Fallen,6.0,149 min,2009,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure","English [CC], हिन्दी"
200,Journey to the Center of the Earth (2008),5.8,92 min,2008,7+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure",
201,The Firm,6.8,154 min,1993,18+,CC,"Drama: Mystery, Thriller: Mystery",
202,Youngistaan,5.2,124 min,2014,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Political, Drama: Romance, World Cinema: Indian",English
203,Socha Na Tha,7.6,137 min,2005,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
204,Jannat,6.8,140 min,2008,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian",
205,Ungli,5.8,113 min,2014,13+,,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
206,Valentine’s Day (2010),5.7,124 min,2010,13+,,Comedy: Romance,
207,Dumb and Dumber,7.3,106 min,1994,13+,CC,"Comedy, Comedy: Slapstick",
208,Mr.X,3.7,124 min,2015,13+,,"Bollywood: Thriller, Sci-Fi/Fantasy: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Sci-Fi/Fantasy, World Cinema: Indian",
209,Heropanti,5.4,137 min,2014,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
210,The Devil Inside,4.2,83 min,2012,18+,CC,Horror: Ghosts/Supernatural,हिन्दी
211,Aaha Kalyanam,6.2,141 min,2014,13+,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
212,Bhool Bhulaiyaa,7.3,148 min,2007,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Mystery, Thriller: Psychological, World Cinema: Indian",English [CC]
213,Ishaqzaade,6.6,131 min,2012,NR,,"Action, Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
214,Like Crazy,6.7,90 min,2011,18+,CC,"Drama: Romance, Romance: Drama","English [CC], हिन्दी"
215,Ace Ventura: When Nature Calls,6.3,93 min,1995,13+,CC,"Comedy, Comedy: Slapstick",English [CC]
216,Miss Congeniality,6.2,110 min,2000,13+,CC,"Comedy: Action/Adventure, Comedy: Crime, Comedy: Romance",
217,Time Please,7.1,126 min,2013,13+,,"Drama: Comedy, Drama: Romance, World Cinema: Indian",
218,Happy Journey,7.5,123 min,2014,13+,,"Drama, World Cinema: Indian",
219,Ajab Gazabb Love,4.1,114 min,2012,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Comedy: Romance, Drama: Bollywood, World Cinema: Indian",
220,How to Lose A Guy In 10 Days,6.4,115 min,2003,18+,CC,"Comedy, Comedy: Romance",English
221,Sleepy Hollow,7.4,105 min,1999,18+,CC,Horror: Sci-Fi/Fantasy,
222,Aurangzeb,6.6,137 min,2013,16+,,"Bollywood, Bollywood: Action/Adventure, Bollywood: Drama, Bollywood: Thriller, Drama, World Cinema: Indian",
223,Beyond Borders,6.5,126 min,2003,18+,CC,"Action/Adventure, Drama, Drama: Historical, Drama: Political, Romance, Romance: Thriller",English [CC]
224,The General’s Daughter,6.3,116 min,1999,18+,CC,"Action/Adventure: Crime, Drama: Mystery",English [CC]
225,Jaane Bhi Do Yaaron,7.2,137 min,1983,All Ages,CC,"Bollywood: Comedy, Comedy: Crime, World Cinema: Indian",English
226,Cloverfield,7.0,84 min,2008,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Horror: Sci-Fi/Fantasy, Sci-Fi/Fantasy, Thriller: Sci-Fi/Fantasy",English
227,Silsila,7.4,180 min,1981,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
228,Just Like Heaven,6.7,94 min,2005,13+,CC,"Comedy, Comedy: Sci-Fi/Fantasy, Romance",English
229,The Longest Week,5.4,86 min,2014,18+,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
230,Fatal Attraction,6.9,119 min,1987,18+,CC,"Drama, Drama: Thriller","English [CC], हिन्दी"
231,Laaga Chunari Mein Daag,5.4,139 min,2007,13+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
232,Bunty Aur Babli,6.2,170 min,2005,13+,,"Bollywood: Comedy, Comedy: Crime, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
233,Aeon Flux,,92 min,2005,13+,CC,"Action/Adventure, Sci-Fi/Fantasy",English [CC]
234,Michael Madhana Kamarajan,8.5,160 min,1990,All Ages,CC,"Comedy: Drama, World Cinema: Indian",English [CC]
235,Mujhse Dosti Karoge,5.0,148 min,2002,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
236,Raghu Romeo,7.1,99 min,2003,18+,CC,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, World Cinema: Indian",English [CC]
237,Godzilla (2014),6.5,123 min,2014,13+,CC,"Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Horror, Sci-Fi/Fantasy: Thriller",
238,Ghosts of Girlfriends Past,5.8,100 min,2009,13+,CC,Comedy: Romance,English [CC]
239,Jannat 2,6.1,134 min,2012,NR,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Romance: Drama, World Cinema: Indian",
240,The Cider House Rules,7.4,125 min,2000,13+,CC,"Drama: Romance, Romance: Drama",English [CC]
241,The Naked Gun 33 1/3: The Final Insult,6.4,82 min,1994,13+,CC,"Comedy: Crime, Comedy: Slapstick",English
242,Rathi Nirvedam,5.5,114 min,2011,13+,CC,"Drama: Romance, Romance: Drama, World Cinema: Indian",English
243,Aashiqui 2,7.0,127 min,2013,All Ages,CC,"Bollywood: Romance, Romance: Drama, Romance: Musical, World Cinema: Indian",English [CC]
244,Pudhupettai,8.4,170 min,2006,13+,CC,"Drama: Crime, World Cinema: Indian",English [CC]
245,Constantine,6.9,120 min,2005,18+,CC,"Action/Adventure: Crime, Action/Adventure: Thriller, Drama: Crime, Drama: Mystery",
246,Saathiya,6.9,138 min,2002,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
247,The Naked Gun 2 1/2: The Smell of Fear,,85 min,1991,13+,CC,"Comedy: Crime, Comedy: Slapstick",English
248,The Final Destination,5.2,81 min,2009,18+,CC,"Horror: Ghosts/Supernatural, Horror: Thriller, Thriller: Horror, Thriller: Supernatural",
249,Blow,7.6,123 min,2001,18+,CC,"Action/Adventure: Crime, Drama: Biography, Drama: Crime, Drama: Historical",
250,Dhoom,6.7,129 min,2004,13+,,"Action/Adventure: Crime, Bollywood: Action/Adventure, World Cinema: Indian",
251,Miss Congeniality 2: Armed and Fabulous,5.0,115 min,2005,13+,CC,"Comedy: Action/Adventure, Comedy: Crime",
252,1 Nenokkadine,8.4,174 min,2014,13+,,"Thriller, Thriller: Drama, Thriller: Psychological, World Cinema: Indian",
253,Don,7.2,167 min,2006,13+,,"Action/Adventure: Crime, Bollywood: Action/Adventure, World Cinema: Indian",
254,Dil To Pagal Hai,7.1,179 min,1997,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
255,Yogi Bear,4.6,80 min,2010,7+,CC,"Animated: Family, Family: Animated, Family: Comedy",
256,Mohabbatein,7.1,215 min,2000,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian",
257,Kabhi Khushi Kabhie Gham,7.5,209 min,2001,All Ages,,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
258,Zulfiqar,5.6,137 min,2016,18+,,"Drama: Crime, World Cinema: Indian",
259,The Tuxedo,5.3,98 min,2002,18+,CC,"Action/Adventure: Comedy, Action/Adventure: Espionage & Spies, Action/Adventure: Martial Arts, Comedy: Action/Adventure",English [CC]
260,Karthik Calling Karthik,7.0,133 min,2010,NR,,"Bollywood: Thriller, Thriller: Mystery, Thriller: Psychological, World Cinema: Indian",
261,Har Har Byomkesh,6.7,108 min,2015,13+,,"Thriller, Thriller: Mystery, World Cinema: Indian",
262,Tashan,3.9,147 min,2008,16+,,"Bollywood: Masala, World Cinema: Indian",
263,Goa 350 KM,,87 min,2015,All Ages,CC,"Horror: Ghosts/Supernatural, World Cinema: Indian",English [CC]
264,Dog Day Afternoon,8.0,124 min,1975,18+,CC,"Drama, Drama: Crime, Drama: Historical",
265,Paycheck (2003),6.3,118 min,2003,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Thriller: Mystery",English
266,Rosemary’s Baby,8.0,136 min,1968,18+,CC,"Horror, Drama",
267,Lafangey Parindey,5.3,126 min,2010,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
268,I Am Kalam,8.0,88 min,2010,All Ages,,"Bollywood, Family: Drama, World Cinema: Indian",
269,A Cinderella Story,5.9,95 min,2004,7+,CC,Teen: Romance,English [CC]
270,Coffee Ani Barach Kahi,7.6,94 min,2015,All Ages,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
271,Game,5.1,134 min,2011,NR,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian",
272,Firewall,5.8,104 min,2006,13+,CC,"Action/Adventure, Action/Adventure: Crime, Drama: Crime, Thriller",
273,Ninja Assassin,6.4,98 min,2009,NR,CC,"Action/Adventure: Crime, Action/Adventure: Martial Arts, Thriller: Action/Adventure","English, English [CC]"
274,Ready,4.7,144 min,2011,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English [CC]
275,Indecent Proposal,5.8,116 min,1993,18+,CC,"Drama: Romance, Romance: Drama",हिन्दी
276,Must Love Dogs,5.9,97 min,2005,13+,CC,Comedy: Romance,English [CC]
277,Final Destination 3,5.8,92 min,2006,18+,CC,"Horror, Horror: Ghosts/Supernatural, Horror: Thriller",
278,Alive At 40,,50 min,2017,NR,CC,"Comedy: Stand-up, World Cinema: Indian",English
279,Teenage Mutant Ninja Turtles (2014),5.9,101 min,2014,13+,CC,"Action/Adventure: Crime, Action/Adventure: Sci-fi/Fantasy","English, हिन्दी"
280,The Whole Nine Yards,6.7,98 min,2000,18+,CC,Comedy: Crime,English [CC]
281,Chaar,6.9,91 min,2014,All Ages,CC,"Drama, Drama: Mystery, World Cinema: Indian",English
282,You’ve Got Mail,6.6,119 min,1998,7+,CC,Comedy: Romance,English [CC]
283,Teraa Surroor,2.7,99 min,2016,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Mystery, Romance: Drama, World Cinema: Indian",
284,To Catch a Thief,7.5,106 min,1955,7+,CC,"Drama: Romance, Romance: Thriller",
285,Ghost Ship (2002),5.5,90 min,2002,18+,CC,"Horror: Ghosts/Supernatural, Horror: Thriller",
286,Pilla Zamindar,7.7,147 min,2014,All Ages,,"Comedy: Drama, World Cinema: Indian",
287,Mardaani,7.4,113 min,2014,18+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
288,Namastey London,7.3,131 min,2007,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian","English (India), English (US)"
289,Dhokha,6.5,121 min,2007,NR,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
290,The Specialist (1994),5.5,110 min,1994,18+,CC,"Action/Adventure: Crime, Drama: Crime, Drama: Thriller",English
291,Chashme Buddoor,8.0,134 min,1981,All Ages,CC,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, World Cinema: Indian",English
292,Lamhe,7.4,187 min,1991,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
293,The Lake House,6.8,98 min,2006,18+,CC,"Drama: Romance, Romance: Drama, Sci-Fi/Fantasy",English [CC]
294,Cop Out,5.6,107 min,2010,18+,CC,"Comedy: Action/Adventure, Comedy: Crime",English [CC]
295,Agneepath (2012),7.0,173 min,2012,13+,,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",
296,The Brothers Grimm,5.9,118 min,2005,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure",English [CC]
297,Alive,7.1,126 min,1993,18+,CC,"Action/Adventure, Drama, Drama: Biography, Drama: Historical",
298,Thalapathi,8.6,156 min,1991,13+,CC,"Action/Adventure: Crime, Drama: Crime, World Cinema: Indian",English [CC]
299,The Spiderwick Chronicles,6.6,95 min,2008,13+,CC,"Family: Action/Adventure, Family: Sci-Fi/Fantasy",English
300,Koi Mil Gaya,7.1,164 min,2003,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sci-Fi/Fantasy: Sci-fi – Alien, World Cinema: Indian",English
301,Aaja Nachle,6.4,143 min,2007,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Music/Musical: Ballet/Dance, Romance, World Cinema: Indian",
302,Astu – So Be It,8.8,123 min,2016,All Ages,CC,"Drama, World Cinema: Indian",English [CC]
303,Contact,7.4,149 min,1997,7+,CC,"Drama: Mystery, Sci-Fi/Fantasy: Sci-fi – Alien",English [CC]
304,Dil Bole Hadippa,4.6,146 min,2009,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian",English
305,The Hornet’s Nest,6.5,96 min,2014,18+,CC,Documentary: Military,English [CC]
306,Paranormal Activity 4,4.6,87 min,2012,18+,CC,Horror,हिन्दी
307,Luck By Chance,7.1,154 min,2009,NR,,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",
308,Khatta Meetha,7.5,128 min,1981,All Ages,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian","English, हिन्दी"
309,Satyanweshi,6.0,118 min,2013,13+,,"Thriller, Thriller: Mystery, World Cinema: Indian",
310,Little Fockers,5.5,97 min,2010,18+,CC,Comedy: Drama,हिन्दी
311,The Usual Suspects,8.6,106 min,1995,18+,CC,"Drama: Crime, Drama: Mystery",
312,National Lampoon’s Vacation,7.4,98 min,1983,18+,CC,Comedy: Action/Adventure,English [CC]
313,Tum Bin,7.5,152 min,2001,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
314,Chinatown,8.2,130 min,1974,18+,CC,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller",English [CC]
315,Kuch Kuch Hota Hai,7.8,185 min,1998,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
316,Executive Decision,6.4,132 min,1996,18+,CC,Action/Adventure: Crime,"English, English [CC]"
317,Geetanjali,6.6,144 min,2014,18+,,"Comedy: Drama, Horror: Comedy, World Cinema: Indian",
318,Tarkieb,4.9,154 min,2000,All Ages,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mystery, Drama: Thriller, World Cinema: Indian",
319,G.I. Joe: Retaliation,5.8,110 min,2013,13+,CC,"Action/Adventure, Sci-Fi/Fantasy",हिन्दी
320,Awarapan,7.2,124 min,2007,NR,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian",
321,Passenger 57,5.8,83 min,1992,18+,CC,"Action/Adventure: Crime, Action/Adventure: Thriller",English [CC]
322,The Guilt Trip,5.8,95 min,2012,13+,CC,Comedy: Drama,"English [CC], हिन्दी"
323,Sudden Impact,6.6,117 min,1983,18+,CC,"Action/Adventure: Crime, Drama: Crime",English [CC]
324,Mishawr Rohoshyo,6.2,144 min,2013,All Ages,,"Action/Adventure, Thriller, Thriller: Action/Adventure, World Cinema: Indian",
325,Alaipayuthey,8.3,140 min,2000,All Ages,CC,"Romance, Romance: Drama, World Cinema: Indian",English [CC]
326,Mere Yaar Ki Shaadi Hai,5.3,159 min,2002,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
327,Mad Max 2: The Road Warrior,7.6,94 min,1982,18+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Thriller",
328,Jadoogadu,6.1,152 min,2015,18+,,"Drama: Crime, Drama: Romance, World Cinema: Indian",
329,Exorcist II: The Heretic,3.7,117 min,1977,18+,CC,Horror: Ghosts/Supernatural,English [CC]
330,Gunday,2.0,152 min,2014,13+,,"Bollywood, Bollywood: Masala, World Cinema: Indian",
331,Tropic Thunder,7.0,106 min,2008,18+,CC,"Action/Adventure: Comedy, Comedy: Action/Adventure",हिन्दी
332,Chocolat,7.3,121 min,2001,13+,CC,"Drama: Comedy, Drama: Romance, Romance: Drama",English [CC]
333,Music and Lyrics,6.5,104 min,2007,13+,CC,"Comedy: Drama, Comedy: Romance, Romance: Drama",
334,Kill Dil,4.4,117 min,2014,13+,,"Bollywood: Masala, World Cinema: Indian",
335,Darr,7.9,176 min,1993,13+,,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Thriller, Drama: Romance, Thriller: Drama, World Cinema: Indian",
336,Padosan,8.1,149 min,1968,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
337,Raja rani,7.6,163 min,2014,All Ages,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
338,Addicted to Love (1997),6.1,100 min,1997,18+,CC,Comedy: Romance,
339,Deep Impact,,121 min,1998,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Drama, Sci-Fi/Fantasy: Thriller",English
340,Internal Affairs,6.5,114 min,1990,18+,CC,"Action/Adventure: Crime, Drama: Crime, Thriller: Crime",English
341,Mee Shivajiraje Bhosale Boltoy,7.9,148 min,2009,All Ages,,"Drama, World Cinema: Indian",
342,Kelor Kirti,5.1,153 min,2016,All Ages,,"Comedy, Comedy: Romance, World Cinema: Indian",
343,Baadshah,6.5,164 min,2013,13+,,"Action/Adventure: Crime, Drama: Comedy, World Cinema: Indian",
344,Premachi Goshta,7.1,128 min,2013,All Ages,,"Drama: Romance, Romance: Drama, World Cinema: Indian",
345,Disturbia,6.9,104 min,2007,18+,CC,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller, Thriller: Mystery",English [CC]
346,The Core,5.4,134 min,2003,13+,CC,"Action/Adventure: Sci-fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Thriller: Action/Adventure",English [CC]
347,Thupakki,7.9,169 min,2012,All Ages,,"Action/Adventure: Espionage & Spies, Thriller: Action/Adventure, Thriller: Crime, World Cinema: Indian",
348,Double Jeopardy (1999),6.4,105 min,1999,18+,CC,"Drama, Drama: Crime, Thriller: Mystery",English
349,Bombay To Bangkok,4.8,120 min,2008,13+,CC,"Bollywood: Drama, Comedy: Crime, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English
350,Jackie Brown,7.5,154 min,1997,18+,,"Drama: Crime, Thriller: Crime",
351,Cold Mountain,7.2,154 min,2003,18+,CC,"Action/Adventure: Historical, Action/Adventure: War, Drama: Historical, Drama: War, Drama: Romance",English [CC]
352,Event Horizon,6.7,95 min,1997,18+,CC,"Action/Adventure: Sci-fi/Fantasy, Horror: Sci-Fi/Fantasy, Horror: Thriller",
353,22 Shey Shraban,8.1,139 min,2011,18+,,"Drama, Drama: Mystery, Thriller, Thriller: Psychological, World Cinema: Indian",
354,Meet the Fockers,6.3,115 min,2004,18+,CC,Comedy,English
355,Chaar Sahibzaade,8.5,122 min,2014,All Ages,,"Animated, Drama: Biography, Drama: Historical, Drama: War, World Cinema: Indian",
356,Hum Aapke Hain Koun…!,7.6,193 min,1994,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Musical, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
357,The Score,6.8,124 min,2001,18+,CC,"Drama: Crime, Thriller: Crime",English
358,The Hours,7.6,114 min,2003,13+,CC,"Drama: Period, Drama: Romance",English [CC]
359,Atharintiki Daaredi,7.3,174 min,2013,All Ages,,"Drama, World Cinema: Indian",
360,The Faculty,6.4,104 min,1998,18+,,"Horror: Sci-Fi/Fantasy, Thriller: Sci-Fi/Fantasy",
361,Kuch Luv Jaisa,4.7,102 min,2011,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
362,Kaal,4.5,125 min,2005,13+,,"Bollywood: Thriller, Thriller: Mystery, World Cinema: Indian",
363,Arya 2,7.2,162 min,2009,13+,,"Comedy, Drama, Romance, World Cinema: Indian",
364,Krrish 3,5.4,145 min,2013,All Ages,CC,"Action/Adventure: Sci-fi/Fantasy, Action/Adventure: Superheroes, Bollywood: Action/Adventure, Sci-Fi/Fantasy: Action/Adventure, World Cinema: Indian",English [CC]
365,Last Man Standing (1996),6.4,101 min,1996,18+,CC,"Action/Adventure: Crime, Drama: Crime, Western",English
366,Anbe sivam,8.9,159 min,2003,All Ages,CC,"Drama, Drama: Romance, World Cinema: Indian",English [CC]
